targetId,strataId,cohortId,cohortType,name
109,3,109000031,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with Age 70 - 79
110,3,110000031,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with Age 70 - 79
111,3,111000031,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with Age 70 - 79
112,3,112000031,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with Age 70 - 79
113,3,113000031,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with Age 70 - 79
101,4,101000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with Age >= 80
102,4,102000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with Age >= 80
103,4,103000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with Age >= 80
104,4,104000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with Age >= 80
105,4,105000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with Age >= 80
106,4,106000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with Age >= 80
107,4,107000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with Age >= 80
108,4,108000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with Age >= 80
109,4,109000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with Age >= 80
110,4,110000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with Age >= 80
111,4,111000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with Age >= 80
112,4,112000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with Age >= 80
113,4,113000041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with Age >= 80
101,5,101000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with Index year = 2016
102,5,102000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with Index year = 2016
103,5,103000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with Index year = 2016
104,5,104000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with Index year = 2016
105,5,105000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with Index year = 2016
106,5,106000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with Index year = 2016
107,5,107000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with Index year = 2016
108,5,108000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with Index year = 2016
109,5,109000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with Index year = 2016
110,5,110000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with Index year = 2016
111,5,111000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with Index year = 2016
112,5,112000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with Index year = 2016
113,5,113000051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with Index year = 2016
101,6,101000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with Index year = 2017
102,6,102000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with Index year = 2017
103,6,103000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with Index year = 2017
104,6,104000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with Index year = 2017
105,6,105000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with Index year = 2017
106,6,106000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with Index year = 2017
107,6,107000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with Index year = 2017
108,6,108000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with Index year = 2017
109,6,109000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with Index year = 2017
110,6,110000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with Index year = 2017
111,6,111000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with Index year = 2017
112,6,112000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with Index year = 2017
113,6,113000061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with Index year = 2017
101,7,101000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with Index year = 2018
102,7,102000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with Index year = 2018
103,7,103000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with Index year = 2018
104,7,104000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with Index year = 2018
105,7,105000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with Index year = 2018
106,7,106000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with Index year = 2018
107,7,107000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with Index year = 2018
108,7,108000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with Index year = 2018
109,7,109000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with Index year = 2018
110,7,110000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with Index year = 2018
111,7,111000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with Index year = 2018
112,7,112000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with Index year = 2018
113,7,113000071,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with Index year = 2018
101,8,101000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with Index year = 2019
102,8,102000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with Index year = 2019
103,8,103000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with Index year = 2019
104,8,104000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with Index year = 2019
105,8,105000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with Index year = 2019
106,8,106000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with Index year = 2019
107,8,107000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with Index year = 2019
108,8,108000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with Index year = 2019
109,8,109000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with Index year = 2019
110,8,110000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with Index year = 2019
111,8,111000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with Index year = 2019
112,8,112000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with Index year = 2019
113,8,113000081,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with Index year = 2019
101,9,101000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with Index year = 2020
102,9,102000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with Index year = 2020
103,9,103000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with Index year = 2020
104,9,104000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with Index year = 2020
105,9,105000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with Index year = 2020
106,9,106000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with Index year = 2020
107,9,107000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with Index year = 2020
108,9,108000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with Index year = 2020
109,9,109000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with Index year = 2020
110,9,110000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with Index year = 2020
111,9,111000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with Index year = 2020
112,9,112000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with Index year = 2020
113,9,113000091,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with Index year = 2020
101,10,101000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with CCI = 0
102,10,102000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with CCI = 0
103,10,103000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with CCI = 0
104,10,104000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with CCI = 0
105,10,105000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with CCI = 0
106,10,106000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with CCI = 0
107,10,107000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with CCI = 0
108,10,108000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with CCI = 0
109,10,109000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with CCI = 0
110,10,110000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with CCI = 0
111,10,111000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with CCI = 0
112,10,112000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with CCI = 0
113,10,113000101,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with CCI = 0
101,11,101000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with CCI = 1
102,11,102000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with CCI = 1
103,11,103000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with CCI = 1
104,11,104000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with CCI = 1
105,11,105000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with CCI = 1
106,11,106000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with CCI = 1
107,11,107000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with CCI = 1
108,11,108000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with CCI = 1
109,11,109000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with CCI = 1
110,11,110000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with CCI = 1
111,11,111000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with CCI = 1
112,11,112000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with CCI = 1
113,11,113000111,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with CCI = 1
101,12,101000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with CCI >= 2
102,12,102000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with CCI >= 2
103,12,103000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with CCI >= 2
104,12,104000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with CCI >= 2
105,12,105000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with CCI >= 2
106,12,106000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with CCI >= 2
107,12,107000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with CCI >= 2
108,12,108000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with CCI >= 2
109,12,109000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with CCI >= 2
110,12,110000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with CCI >= 2
111,12,111000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with CCI >= 2
112,12,112000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with CCI >= 2
113,12,113000121,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with CCI >= 2
101,301,101003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with [PIONEER FUP] Obesity
102,301,102003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with [PIONEER FUP] Obesity
103,301,103003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with [PIONEER FUP] Obesity
104,301,104003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with [PIONEER FUP] Obesity
105,301,105003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with [PIONEER FUP] Obesity
106,301,106003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with [PIONEER FUP] Obesity
107,301,107003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with [PIONEER FUP] Obesity
108,301,108003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with [PIONEER FUP] Obesity
109,301,109003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with [PIONEER FUP] Obesity
110,301,110003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with [PIONEER FUP] Obesity
111,301,111003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with [PIONEER FUP] Obesity
112,301,112003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with [PIONEER FUP] Obesity
113,301,113003011,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with [PIONEER FUP] Obesity
101,302,101003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with [PIONEER FUP] Hypertension
102,302,102003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with [PIONEER FUP] Hypertension
103,302,103003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with [PIONEER FUP] Hypertension
104,302,104003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with [PIONEER FUP] Hypertension
105,302,105003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with [PIONEER FUP] Hypertension
106,302,106003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with [PIONEER FUP] Hypertension
107,302,107003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with [PIONEER FUP] Hypertension
108,302,108003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with [PIONEER FUP] Hypertension
109,302,109003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with [PIONEER FUP] Hypertension
110,302,110003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with [PIONEER FUP] Hypertension
111,302,111003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with [PIONEER FUP] Hypertension
112,302,112003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with [PIONEER FUP] Hypertension
113,302,113003021,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with [PIONEER FUP] Hypertension
101,303,101003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
102,303,102003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
103,303,103003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
104,303,104003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
105,303,105003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
106,303,106003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
107,303,107003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
108,303,108003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
109,303,109003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
110,303,110003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
111,303,111003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
112,303,112003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
113,303,113003031,TwS,"[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with [PIONEER FUP] Cardiovascular events (CVE; myocardial infarction, stroke)"
101,304,101003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with [PIONEER FUP] Type 2 diabetes
102,304,102003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with [PIONEER FUP] Type 2 diabetes
103,304,103003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with [PIONEER FUP] Type 2 diabetes
104,304,104003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with [PIONEER FUP] Type 2 diabetes
105,304,105003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with [PIONEER FUP] Type 2 diabetes
106,304,106003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with [PIONEER FUP] Type 2 diabetes
107,304,107003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with [PIONEER FUP] Type 2 diabetes
108,304,108003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with [PIONEER FUP] Type 2 diabetes
109,304,109003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with [PIONEER FUP] Type 2 diabetes
110,304,110003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with [PIONEER FUP] Type 2 diabetes
111,304,111003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with [PIONEER FUP] Type 2 diabetes
112,304,112003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with [PIONEER FUP] Type 2 diabetes
113,304,113003041,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with [PIONEER FUP] Type 2 diabetes
101,305,101003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with [PIONEER FUP] Venous tromboembolic events (VTE)
102,305,102003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with [PIONEER FUP] Venous tromboembolic events (VTE)
103,305,103003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with [PIONEER FUP] Venous tromboembolic events (VTE)
104,305,104003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with [PIONEER FUP] Venous tromboembolic events (VTE)
105,305,105003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with [PIONEER FUP] Venous tromboembolic events (VTE)
106,305,106003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with [PIONEER FUP] Venous tromboembolic events (VTE)
107,305,107003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with [PIONEER FUP] Venous tromboembolic events (VTE)
108,305,108003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received radiotherapy with [PIONEER FUP] Venous tromboembolic events (VTE)
109,305,109003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received systemic chemotherapy with [PIONEER FUP] Venous tromboembolic events (VTE)
110,305,110003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received focal therapy with [PIONEER FUP] Venous tromboembolic events (VTE)
111,305,111003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received ADT based doublet or triplet combination therapies with [PIONEER FUP] Venous tromboembolic events (VTE)
112,305,112003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy plus salvage ADT and radiotherapy with [PIONEER FUP] Venous tromboembolic events (VTE)
113,305,113003051,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received postatectomy and adjuvant radiotherapy with [PIONEER FUP] Venous tromboembolic events (VTE)
101,306,101003061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer with [PIONEER FUP] Respiratory disease (chronic obstructive pulmonary disease (COPD) or asthma)
102,306,102003061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate conservative trt with [PIONEER FUP] Respiratory disease (chronic obstructive pulmonary disease (COPD) or asthma)
103,306,103003061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed conservative trt with [PIONEER FUP] Respiratory disease (chronic obstructive pulmonary disease (COPD) or asthma)
104,306,104003061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt with [PIONEER FUP] Respiratory disease (chronic obstructive pulmonary disease (COPD) or asthma)
105,306,105003061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated immediate curative trt NARROW with [PIONEER FUP] Respiratory disease (chronic obstructive pulmonary disease (COPD) or asthma)
106,306,106003061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer initiated delayed curative trt with [PIONEER FUP] Respiratory disease (chronic obstructive pulmonary disease (COPD) or asthma)
107,306,107003061,TwS,[PIONEER FUP] Newly diagnosed prostate cancer received prostatectomy with [PIONEER FUP] Respiratory disease (chronic obstructive pulmonary disease (COPD) or asthma)
